20250829,111392,111397,111388,111397,6852
20250901,111402,111407,111397,111402,7401
20250902,111407,111412,111402,111412,4303
20250903,111412,111417,111407,111407,2845
20250904,111417,111427,111417,111422,12063
20250905,111432,111441,111417,111437,6654
20250908,111446,111446,111437,111437,8553
20250909,111437,111446,111437,111441,12248
20250910,111446,111456,111437,111456,20126
20250911,111481,111490,111466,111466,11088
20250912,111486,111486,111476,111486,14099
20250915,111500,111515,111471,111500,37911
20250916,111500,111510,111490,111495,14797
20250917,111500,111510,111495,111510,15568
20250918,111510,111530,111510,111530,10091
20250919,111530,111535,111510,111535,10545
20250922,111535,111544,111515,111535,18874
20250923,111540,111544,111535,111540,11492
20250924,111540,111554,111540,111554,13595
20250925,111549,111564,111549,111554,21834
20250926,111554,111559,111544,111554,13446
20250929,111554,111559,111549,111554,12438
20250930,111554,111559,111549,111554,20234
20251001,111569,111598,111569,111598,16711
20251002,111584,111628,111584,111623,24688
20251010,111643,111662,111598,111633,73202
20251013,111643,111652,111623,111652,36578
20251014,111874,111879,111657,111662,10328
20251015,111667,111687,111667,111677,18557
20251016,111677,111692,111677,111687,17038
20251017,111692,111692,111677,111692,20690
20251020,111707,111716,111697,111697,26569
20251021,111697,111707,111697,111707,11748
20251022,111707,111707,111697,111707,9547
20251023,111716,111731,111716,111726,11986
20251024,111726,111726,111716,111716,24614
20251027,111721,111731,111721,111726,11193
20251028,111726,111736,111721,111731,14063
20251029,111731,111731,111716,111716,11161
20251030,111726,111741,111721,111721,20592
20251031,111736,111736,111716,111726,17897
20251103,111726,111736,111726,111731,18106
20251104,111731,111731,111712,111712,14745
20251105,111726,111741,111721,111726,27490
20251106,111692,111746,111692,111731,20199
20251107,111707,111731,111707,111721,16292
20251110,111716,111731,111712,111726,13454
20251111,111726,111746,111726,111741,20029
20251112,111746,111756,111746,111756,10488
20251113,112037,112042,111736,111736,15638
20251114,111736,111741,111726,111726,14040
20251117,111746,111766,111746,111761,24689
20251118,111771,111805,111771,111805,31669
20251119,111800,111800,111785,111795,10613
20251120,111815,111825,111815,111825,14179
20251121,111830,111849,111825,111849,15654
20251124,111849,111874,111844,111864,31697
20251125,111854,111859,111840,111859,13111
20251126,111859,111859,111849,111849,22509
20251127,111869,111894,111869,111869,41277
20251128,111869,111879,111854,111859,45789
20251201,111854,111859,111854,111854,11766
20251202,111854,111864,111849,111864,15418
20251203,111869,111869,111859,111869,30830
20251204,111874,111889,111869,111889,26969
20251205,111889,111899,111889,111899,13575
20251208,111909,111918,111904,111913,13852
20251209,111913,111923,111909,111918,15408
20251210,111913,111918,111904,111918,16143
20251211,111923,111953,111923,111948,10445
20251212,111909,111928,111909,111928,7128
20251215,111938,111953,111938,111948,21314
20251216,111948,111988,111943,111978,19285
20251217,111988,111988,111973,111973,19635
20251218,112002,112012,112002,112007,5727
20251219,112007,112052,112007,112012,42716
20251222,112012,112032,112012,112027,27815
20251223,112027,112032,112022,112027,12788
20251224,112037,112042,112032,112032,20548
20251226,112067,112096,112067,112081,40547
20251229,112081,112106,112017,112106,43562
20251230,112111,112126,112096,112121,74897
20260102,112160,112160,112111,112131,32939
20260105,112131,112146,112128,112141,23789
20260106,112151,112156,112141,112156,35429
20260107,112136,112165,112136,112156,20186
20260108,112170,112195,112170,112185,12304
20260109,112185,112200,112175,112195,24655
20260112,112200,112210,112195,112205,20074
20260113,112205,112215,112195,112200,31800
20260114,112220,112220,112205,112220,30457
20260115,112230,112244,112230,112244,14477
20260116,112240,112240,112220,112235,23789
20260119,112235,112249,112230,112230,25738
20260120,112230,112249,112225,112235,34985
20260121,112230,112254,112220,112254,17627
20260122,112254,112269,112254,112264,15553
20260123,112274,112279,112269,112269,16119
20260126,112274,112274,112259,112269,15823
20260127,112269,112274,112264,112264,31395
20260128,112264,112274,112264,112274,13915
20260129,112279,112299,112279,112299,19688
20260130,112289,112294,112274,112294,21382
20260202,112294,112309,112279,112294,61793
20260203,112294,112304,112284,112284,21518
20260204,112294,112304,112289,112294,17041
20260205,112314,112343,112309,112309,48642
20260206,112309,112343,112309,112319,22827
20260209,112324,112339,112324,112334,17722
20260210,112334,112353,112329,112348,17445
20260211,112353,112368,112348,112363,17310
20260212,112378,112408,112373,112403,28004
20260213,112413,112423,112408,112423,27813
20260219,112428,112458,112428,112458,56570
20260220,112463,112472,112458,112463,32018
20260223,112463,112482,112463,112467,39417
20260224,112467,112482,112467,112482,15368
20260225,112487,112492,112472,112477,29588
20260226,112492,112512,112492,112512,23027
20260227,112512,112527,112512,112512,58078
20260303,112517,112542,112517,112522,51235
20260304,112522,112522,112482,112497,27487
20260305,112507,112522,112497,112512,18174
20260306,112517,112537,112517,112537,28870
20260309,112522,112557,112502,112522,49167
20260310,112532,112552,112517,112552,72091
20260311,112552,112557,112542,112547,44290
20260312,112572,112587,112557,112562,23194
20260313,112562,112572,112557,112557,13004
20260316,112592,112592,112577,112592,16326
20260317,112587,112606,112587,112597,20373
20260318,112597,112606,112577,112592,37780
20260319,112631,112636,112616,112621,35475
20260320,112621,112631,112616,112626,29134
20260323,112626,112626,112601,112606,32951
20260324,112601,112601,112582,112592,13458
20260325,112592,112601,112587,112601,14102
20260326,112611,112616,112606,112606,13401
20260327,112601,112616,112601,112606,16135
20260330,112601,112681,112601,112606,172658
20260331,112611,112641,112611,112626,47507
20260401,112616,112626,112611,112616,23954
20260402,112691,112691,112626,112646,14454
20260403,112646,112671,112646,112671,10573
20260406,112681,112691,112681,112686,11725
20260407,112691,112701,112691,112701,9718
20260408,112696,112736,112691,112736,35798
20260409,112731,112775,112691,112751,44671
20260410,112746,112761,112736,112761,12319
20260413,112761,112765,112751,112765,6283
20260414,112770,112770,112756,112770,27762
20260415,112770,112780,112761,112775,26475
20260416,112785,112795,112785,112795,20768
20260417,112795,112805,112780,112805,13845
20260420,112805,112815,112800,112810,24656
20260421,112825,112830,112805,112820,25943
20260422,112820,112855,112820,112835,67116
20260423,112835,112855,112815,112820,54580
20260424,112820,112835,112805,112835,28246
20260427,112835,112840,112825,112835,21607
20260428,112840,112855,112830,112855,24372
20260429,112860,112890,112860,112880,83837
20260430,112895,112900,112880,112880,33407
20260504,112880,112905,112880,112900,22570
20260506,112900,112905,112890,112895,31399
20260507,112900,112925,112895,112920,17828
20260508,112890,112940,112890,112940,19516
20260511,112940,112950,112930,112940,29586
20260512,112940,112950,112940,112945,45561
20260513,112945,112945,112925,112945,72768
20260514,112945,112960,112940,112950,23208
20260515,112950,112950,112885,112905,93802
20260518,112955,112960,112925,112960,98726
20260519,112970,112990,112960,112990,88626
20260520,112985,112985,112960,112980,24357
20260521,112970,113000,112970,113000,26924
20260522,113005,113030,113005,113010,103175
20260526,113005,113030,112990,113030,25042
20260527,113015,113040,113005,113025,34907
20260528,113020,113050,113020,113040,29246
20260529,113040,113045,113030,113040,14197
20260601,113040,113050,113035,113045,22442
20260602,113045,113070,113045,113055,59915
20260604,113055,113079,113055,113070,12774
20260605,113060,113070,113050,113070,16729
20260608,113065,113084,113060,113060,64900
20260609,113055,113074,113055,113060,11539
20260610,113070,113079,113065,113065,26566
20260611,113089,113094,113074,113079,18874
20260612,113085,113105,113085,113090,11420
20260615,113115,113145,113115,113140,16228
20260616,113135,113155,113130,113155,12333
20260617,113160,113185,113155,113170,46981
20260618,113180,113225,113180,113205,61473
20260619,113200,113225,113180,113185,72257
20260622,113190,113215,113190,113210,21416
20260623,113210,113215,113195,113195,14612
20260624,113210,113235,113210,113220,135708
20260625,113225,113305,113225,113250,265587
20260626,113250,113315,113245,113250,69295
