20250829,62259,62274,62234,62269,13986
20250901,62254,62274,62224,62259,26131
20250902,62254,62254,62214,62224,42711
20250903,62229,62229,62135,62150,32125
20250904,62205,62224,62150,62160,7012
20250905,62219,62229,62190,62209,13119
20250908,62259,62264,62219,62234,23795
20250909,62249,62298,62249,62269,31609
20250910,62269,62279,62254,62259,13001
20250911,62283,62303,62274,62288,14786
20250912,62288,62313,62269,62288,9634
20250915,62274,62298,62244,62279,46470
20250916,62298,62338,62274,62318,22959
20250917,62313,62343,62293,62323,36479
20250918,62298,62377,62298,62358,23543
20250919,62323,62333,62264,62283,69952
20250922,62303,62318,62254,62283,37309
20250923,62283,62303,62249,62264,18461
20250924,62264,62279,62205,62219,22576
20250925,62219,62239,62155,62155,11578
20250926,62150,62150,62032,62106,34693
20250929,62106,62130,62066,62091,13613
20250930,62096,62116,62037,62076,21334
20251001,62076,62111,62056,62056,66460
20251002,62086,62126,62047,62066,26410
20251010,62076,62121,62037,62101,19479
20251013,62150,62209,62135,62185,13032
20251014,62205,62264,62180,62249,23241
20251015,62224,62303,62224,62274,78279
20251016,62274,62298,62190,62195,29559
20251017,62244,62274,62214,62224,16684
20251020,62219,62249,62190,62214,65902
20251021,62214,62214,62155,62160,16136
20251022,62145,62214,62145,62200,14457
20251023,62244,62298,62145,62145,15900
20251024,62170,62219,62145,62185,21148
20251027,62185,62185,62140,62140,53234
20251028,62116,62135,62081,62116,22907
20251029,62106,62106,62037,62037,11346
20251030,62002,62017,61953,61953,23297
20251031,61958,62022,61948,61973,13222
20251103,61982,61997,61943,61953,21617
20251104,61908,61978,61829,61968,30248
20251105,61938,61987,61899,61918,25979
20251106,61879,61889,61790,61795,34197
20251107,61810,61834,61691,61691,36329
20251110,61716,61780,61686,61746,62418
20251111,61795,61834,61770,61785,39412
20251112,61815,61834,61607,61607,69368
20251113,61672,61731,61627,61637,53453
20251114,61612,61647,61523,61617,72433
20251117,61617,61691,61583,61681,30948
20251118,61681,61820,61662,61741,57882
20251119,61750,61790,61711,61775,14842
20251120,61750,61755,61706,61711,50991
20251121,61790,61805,61736,61765,24908
20251124,61800,61839,61741,61755,10259
20251125,61760,61810,61721,61741,6762
20251126,61736,61800,61726,61741,11417
20251127,61785,61805,61558,61558,15222
20251128,61588,61657,61459,61617,12170
20251201,61622,61652,61514,61553,24251
20251202,61519,61622,61509,61583,65336
20251203,61538,61578,61479,61499,27101
20251204,61558,61607,61494,61588,7609
20251205,61588,61652,61573,61622,66578
20251208,61607,61632,61573,61593,41534
20251209,61593,61602,61420,61474,31594
20251210,61474,61479,61385,61449,14757
20251211,61543,61602,61444,61444,15205
20251212,61445,61505,61445,61460,10439
20251215,61465,61630,61465,61630,62287
20251216,61635,61695,61580,61635,111062
20251217,61640,61700,61540,61600,198608
20251218,61735,61750,61660,61740,121533
20251219,61745,61770,61640,61650,9015
20251222,61660,61730,61645,61680,56678
20251223,61660,61740,61635,61660,12781
20251224,61695,61800,61695,61745,9379
20251226,61775,61795,61745,61760,22897
20251229,61770,61820,61760,61775,35101
20251230,61825,61855,61760,61775,20028
20260102,61780,61855,61735,61790,53640
20260105,61770,61770,61680,61745,120348
20260106,61760,61815,61735,61750,76289
20260107,61785,61850,61760,61840,22410
20260108,61865,61885,61795,61870,17539
20260109,61860,61870,61820,61845,113384
20260112,61840,61880,61780,61810,119022
20260113,61840,61845,61735,61775,118642
20260114,61775,61825,61740,61800,14879
20260115,61845,61845,61615,61625,58372
20260116,61670,61720,61600,61700,22211
20260119,61665,61700,61590,61610,42029
20260120,61610,61615,61485,61485,29873
20260121,61535,61620,61500,61580,42218
20260122,61630,61685,61585,61615,29679
20260123,61620,61645,61565,61575,31203
20260126,61675,61735,61665,61690,60310
20260127,61700,61760,61645,61700,33413
20260128,61700,61755,61680,61735,76054
20260129,61720,61730,61625,61660,35528
20260130,61685,61690,61600,61600,23375
20260202,61590,61660,61535,61635,20183
20260203,61570,61590,61510,61555,46264
20260204,61555,61560,61435,61500,50973
20260205,61500,61565,61495,61540,46927
20260206,61615,61640,61485,61485,70654
20260209,61480,61545,61445,61490,97477
20260210,61520,61600,61500,61590,30807
20260211,61610,61690,61585,61645,34257
20260212,61620,61860,61585,61730,52095
20260213,61780,61795,61730,61750,38122
20260219,61755,61840,61750,61750,48377
20260220,61770,61855,61750,61830,40042
20260223,61800,61845,61770,61835,59912
20260224,61860,61875,61760,61795,18996
20260225,61825,61905,61825,61900,70842
20260226,61890,62045,61870,61995,131757
20260227,62005,62055,61970,62000,30587
20260303,61955,61955,61785,61800,86644
20260304,61760,61885,61600,61690,126876
20260305,61770,61865,61735,61800,67353
20260306,61715,61785,61680,61730,60848
20260309,61470,61470,61250,61385,69440
20260310,61685,61715,61630,61700,64331
20260311,61660,61815,61630,61745,37087
20260312,61555,61705,61530,61705,47570
20260313,61585,61670,61555,61560,31553
20260316,61575,61700,61575,61655,63618
20260317,61685,61745,61610,61645,42099
20260318,61665,61775,61665,61765,187092
20260319,61580,61645,61580,61605,20479
20260320,61605,61665,61475,61490,33649
20260323,61355,61395,61100,61105,45742
20260324,61355,61355,61130,61265,27727
20260325,61345,61425,61200,61210,31503
20260326,61235,61360,61165,61210,42524
20260327,61180,61210,61115,61170,16391
20260330,61230,61310,61170,61310,40800
20260331,61310,61355,61205,61255,50046
20260401,61400,61660,61400,61625,143554
20260402,61585,61670,61370,61435,33950
20260403,61565,61605,61520,61535,26842
20260406,61490,61645,61465,61625,25166
20260407,61580,61660,61515,61575,58854
20260408,61800,61900,61775,61860,113343
20260409,61795,61805,61730,61770,19332
20260410,61830,61910,61710,61750,11632
20260413,61650,61730,61600,61705,115716
20260414,61765,61820,61755,61760,42154
20260415,61820,61860,61760,61825,68186
20260416,61825,61855,61780,61790,21988
20260417,61725,61760,61705,61740,10834
20260420,61760,61850,61745,61795,17155
20260421,61800,61860,61795,61840,13602
20260422,61760,61830,61755,61800,26866
20260423,61695,61695,61570,61600,72482
20260424,61615,61650,61535,61575,37359
20260427,61580,61640,61555,61575,36872
20260428,61575,61600,61470,61510,38358
20260429,61520,61540,61425,61520,30254
20260430,61425,61470,61360,61370,53106
20260504,61475,61535,61375,61425,83157
20260506,61420,61480,61290,61460,268279
20260507,61535,61590,61500,61540,75285
20260508,61530,61540,61500,61535,19864
20260511,61490,61540,61435,61485,40886
20260512,61450,61450,61345,61365,51149
20260513,61325,61440,61275,61435,81066
20260514,61430,61445,61320,61410,48067
20260515,61350,61350,61100,61180,75140
20260518,61145,61255,61100,61235,36342
20260519,61235,61255,61170,61215,43294
20260520,61210,61255,61120,61230,82392
20260521,61265,61320,61235,61265,67313
20260522,61315,61330,61260,61305,12332
20260526,61440,61490,61395,61485,22158
20260527,61460,63000,61375,61430,94875
20260528,61365,61440,61200,61280,24991
20260529,61360,61420,61360,61390,64401
20260601,61360,61385,61280,61295,51229
20260602,61180,61327,61165,61325,36968
20260604,61245,61255,61150,61180,23242
20260605,61190,61225,61125,61160,20122
20260608,61015,61105,60990,61040,57499
20260609,61045,61265,61035,61255,38242
20260610,61200,61280,61165,61280,30638
20260611,61260,61300,61240,61260,31851
20260612,61375,61420,61325,61400,28945
20260615,61555,61600,61530,61565,43544
20260616,61530,61585,61500,61585,15959
20260617,61590,61625,61520,61580,76042
20260618,61500,61600,61500,61555,36608
20260619,61545,61560,61410,61480,43033
20260622,61450,61475,61365,61410,17041
20260623,61410,61515,61400,61515,55603
20260624,61520,61530,61460,61525,8556
20260625,61595,64565,61560,61615,55931
20260626,61615,61675,61550,61670,21074
