20260128,29750,30290,29675,30240,544349
20260129,31660,32125,31305,32125,1138083
20260130,31290,31355,29430,29680,1707381
20260202,27145,28085,25845,25845,2578195
20260203,27300,27880,27185,27880,1053011
20260204,28310,29095,28310,28965,494294
20260205,28685,28695,27390,28180,1265623
20260206,26900,28015,26590,27760,543903
20260209,28775,28845,28415,28740,335438
20260210,28765,28920,28655,28795,167122
20260211,28820,28965,28755,28940,223753
20260212,28945,29025,28845,28925,186967
20260213,28090,28555,28085,28330,285370
20260219,28420,28590,28350,28590,179187
20260220,28545,28730,28485,28730,169402
20260223,29550,29620,29350,29495,399391
20260224,29895,29945,29415,29585,537309
20260225,29440,29800,29370,29695,253313
20260226,29515,29750,29465,29695,247355
20260227,29615,29710,29520,29690,217091
20260303,30505,30735,30180,30365,859220
20260304,29280,29660,29170,29345,527946
20260305,29455,29640,29215,29350,262545
20260306,28985,29345,28910,29225,254016
20260309,28975,29320,28615,29260,351726
20260310,29320,29610,29270,29575,368794
20260311,29655,29820,29605,29740,148797
20260312,29295,29500,29230,29410,140006
20260313,29070,29230,29040,29045,135889
20260316,28485,28690,28395,28635,196036
20260317,28570,28730,28455,28550,236961
20260318,28520,28595,28390,28565,138826
20260319,27560,27725,27420,27420,351275
20260320,26445,26970,26425,26710,442096
20260323,25445,25480,24200,24200,905427
20260324,25265,25340,24530,25000,445645
20260325,25925,26180,25805,25915,292543
20260326,25610,25850,25115,25255,245936
20260327,25065,25450,24875,25390,253267
20260330,25240,25790,25130,25760,550781
20260331,25645,26275,25500,25930,191556
20260401,26690,26850,26530,26755,324888
20260402,27160,27265,25910,26095,475489
20260403,26250,26670,26250,26585,85443
20260406,26220,26585,26160,26485,417951
20260407,26480,26515,26235,26390,281715
20260408,27460,27575,27220,27495,315290
20260409,26810,26895,26695,26815,169171
20260410,27030,27135,26905,27025,277971
20260413,26515,26870,26490,26870,178386
20260414,27020,27130,27000,27075,152217
20260415,27465,27675,27345,27365,178351
20260416,27405,27480,27320,27355,262113
20260417,27200,27280,27065,27170,108779
20260420,26970,27330,26935,27175,141982
20260421,27385,27430,27115,27140,97871
20260422,26915,27090,26890,27090,123716
20260423,26835,26965,26620,26715,179259
20260424,26655,26740,26430,26525,211050
20260427,26545,26835,26520,26755,147534
20260428,26640,26685,26230,26295,187367
20260429,26080,26165,25960,25990,147963
20260430,25925,25990,25735,25935,124222
20260504,26160,26175,26015,26065,294746
20260506,26035,26445,26010,26435,179443
20260507,26635,26775,26555,26730,147559
20260508,26720,26820,26620,26820,151605
20260511,26590,26685,26350,26465,206129
20260512,27005,27060,26635,26635,194669
20260513,26750,26800,26580,26700,195263
20260514,26630,26705,26465,26590,130461
20260515,26340,26380,25790,25920,340313
20260518,25710,25775,25380,25705,214545
20260519,25925,25985,25665,25750,106719
20260520,25420,25525,25210,25320,174896
20260521,25700,25870,25560,25660,119006
20260522,25660,25700,25515,25600,119084
20260526,25755,25795,25587,25640,154673
20260527,25540,25600,25390,25390,182627
20260528,25170,25200,24690,24790,422744
20260529,25395,25570,25395,25535,134020
20260601,25655,25700,25490,25530,134574
20260602,25380,25650,25255,25650,112061
20260604,25175,25340,25110,25245,195737
20260605,25190,25245,25040,25080,99487
20260608,24555,24600,24125,24350,124601
20260609,24380,24585,24365,24525,117888
20260610,23835,23890,23560,23795,193114
20260611,22910,23255,22805,23095,238392
20260612,23830,23875,23540,23620,216699
20260615,24225,24475,24200,24315,80801
20260616,24345,24450,24300,24375,77253
20260617,24425,24555,24370,24410,43288
20260618,24150,24440,24140,24290,95447
20260619,23620,23685,23250,23400,129393
20260622,23340,23800,23340,23685,123082
20260623,23635,23670,23190,23230,112782
20260624,23105,23195,22835,23035,82714
20260625,22605,22630,22330,22460,164707
20260626,22610,22700,22470,22665,153918
